,Date Submitted,Workout Date,Activity Type,Calories Burned (kCal),Distance (km),Workout Time (seconds),Avg Pace (min/km),Max Pace (min/km),Avg Speed (km/h),Max Speed (km/h),Avg Heart Rate,Steps,Notes,Source,Link,day,month,week,year,season
617,2020-08-01,2020-08-01,Run,1486,29.0055287808,14714,8.454687127177285,3.312138361966118,7.0966437696,18.1152588672,,37312.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/4549384501,Saturday,August,31,2020,summer
618,2020-07-30,2020-07-30,Run,338,5.752648408320001,2461,7.130048019565736,4.629507426628489,8.41508274816,12.96035300736,,6307.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/4543543693,Thursday,July,31,2020,summer
619,2020-07-25,2020-07-25,Run,1352,24.0519679488,9223,6.391051260637874,4.680515787799252,9.38817259776,12.81910088448,,23817.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/4528462960,Saturday,July,30,2020,summer
620,2020-07-22,2020-07-21,Run,370,6.89866227072,2336,5.643610067207508,4.359739123518652,10.6314873984,13.76228912256,,6091.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/4520253181,Wednesday,July,30,2020,summer
621,2020-07-18,2020-07-17,Run,1155,21.084498547200003,7567,5.981493080410402,4.1939448620058855,10.03094459136,14.30632786176,,19640.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/4508248120,Saturday,July,29,2020,summer
622,2020-07-15,2020-07-15,Run,547,10.1784570624,3469,5.6802958223972,4.502101477372146,10.56283278336,13.32712250496,,9041.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/4499130643,Wednesday,July,29,2020,summer
623,2020-07-13,2020-07-13,Run,821,15.085845815040004,5328,5.886317654895411,4.784290990614809,10.19313427968,12.541038428159998,,13846.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/4492749463,Monday,July,29,2020,summer
624,2020-07-10,2020-07-10,Run,834,15.271741140480003,5427,5.922705151912829,4.48687166945041,10.13051470464,13.372345071359998,,14096.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/4484769715,Friday,July,28,2020,summer
625,2020-07-08,2020-07-07,Run,542,10.02439456128,3466,5.762615077944802,4.725086743418436,10.41194068992,12.698174776319998,,9023.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/4478786386,Wednesday,July,28,2020,summer
626,2020-07-06,2020-07-05,Run,995,18.278929152000003,6447,5.878376531058618,4.431706335003579,10.20689417088,13.53881561472,,16756.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/4472235541,Monday,July,28,2020,summer
627,2020-07-03,2020-07-03,Run,657,12.16544972544,4210,5.767697894297303,4.499156177920941,10.40276742912,13.335829056,,10959.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/4463892670,Friday,July,27,2020,summer
628,2020-07-01,2020-06-30,Run,595,11.106549653760002,3756,5.636315169410642,1.2797636801081682,10.6452472896,46.8837312768,,9795.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/4457338480,Wednesday,July,27,2020,summer
629,2020-06-29,2020-06-29,Run,643,12.045424849920002,3912,5.412845233834408,4.344826214904956,11.08474304256,13.80952336896,,10237.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/4450598014,Monday,June,27,2020,summer
630,2020-06-26,2020-06-25,Run,807,15.124357416960002,5002,5.512084426946631,3.9353053169490178,10.88518438656,15.246587093759995,,13069.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/4443433489,Friday,June,26,2020,summer
631,2020-06-24,2020-06-23,Run,659,12.265116399360002,4174,5.671907311301996,4.355426807444524,10.57844342016,13.77592026624,,10880.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/4435064002,Wednesday,June,26,2020,summer
632,2020-06-20,2020-06-20,Run,774,14.2966878912,4968,5.791552334367295,4.19652355245367,10.3599105984,14.29755693696,,12927.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/4422072400,Saturday,June,25,2020,summer
633,2020-06-17,2020-06-17,Run,676,12.55412239488,4311,5.723220144356955,3.9278177940825576,10.48360477824,15.2756518464,,11229.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/4412081485,Wednesday,June,25,2020,summer
634,2020-06-15,2020-06-15,Run,592,11.09995134336,3686,5.534559422969855,4.25098052374135,10.84095961344,14.11438140288,,9627.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/4404321127,Monday,June,25,2020,summer
635,2020-06-13,2020-06-13,Run,353,6.5801409062400005,2237,5.666041567247276,4.359583780720592,10.5894030528,13.7627880192,,5831.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/4397551414,Saturday,June,24,2020,summer
636,2020-06-09,2020-06-09,Run,550,10.30771957248,3371,5.45060596118667,4.180572953948938,11.00794514688,14.35208151168,,8816.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/4383477745,Tuesday,June,24,2020,summer
637,2020-06-08,2020-06-07,Run,320,6.00063222528,2004,5.566081583552055,3.790382913783505,10.77957923328,15.82953977088,,5232.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/4379677639,Monday,June,24,2020,summer
638,2020-06-05,2020-06-05,Run,382,7.148480739840001,2296,5.353112821124632,3.861747395211962,11.20842112896,15.53702540544,,6014.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/4369843444,Friday,June,23,2020,summer
639,2020-06-03,2020-06-03,Run,611,11.42260872192,3854,5.623347152628648,4.340706523900422,10.6697897856,13.82263952256,,10053.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/4362505099,Wednesday,June,23,2020,summer
640,2020-06-01,2020-05-31,Run,542,10.14694610688,3284,5.394067396404995,4.16981701861131,11.12333511168,14.389128610559998,,8596.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/4354560136,Monday,June,23,2020,summer
641,2020-05-28,2020-05-28,Run,149,2.78844597504,945,5.6483014197089,4.200692953153583,10.62266819328,14.28336252288,,2464.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/4340065057,Thursday,May,22,2020,spring
642,2020-05-26,2020-05-26,Run,488,9.13307548032,2940,5.365111498846734,4.216165095840292,11.18336364288,14.2309461888,,7699.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/4331680819,Tuesday,May,22,2020,spring
643,2020-05-24,2020-05-24,Run,198,3.74359163904,1158,5.155479499721625,1.836114590789788,11.63809988352,32.67772992,,3043.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/4324052155,Sunday,May,21,2020,spring
644,2020-05-20,2020-05-20,Run,354,6.6232230451200005,2173,5.468128628807762,3.5915379185556358,10.9726683264,16.7059563264,,5681.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/4309046581,Wednesday,May,21,2020,spring
645,2020-05-18,2020-05-18,Run,293,5.43433625856,1863,5.71367588284419,4.081327547124792,10.50111444096,14.70109994496,,4853.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/4300910452,Monday,May,21,2020,spring
646,2020-05-13,2020-05-13,Run,283,5.2940980224,1787,5.625764286566452,3.968660522548318,10.66521924864,15.11845112448,,4661.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/4281104956,Wednesday,May,20,2020,spring
647,2020-05-11,2020-05-11,Run,261,4.87198318464,1558,5.329786546568043,4.039993935417163,11.25749002752,14.85149314176,,4082.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/4272828361,Monday,May,20,2020,spring
648,2020-05-09,2020-05-09,Run,294,5.51737840896,1826,5.515899646066969,3.9707856120257694,10.87765265664,15.110356124159996,,4771.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/4266032461,Saturday,May,19,2020,spring
649,2020-05-06,2020-05-06,Run,352,6.0377758848,2537,7.003101884991649,4.214419042790105,8.56760027904,14.23683638784,,6509.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/4253765869,Wednesday,May,19,2020,spring
650,2020-05-02,2020-05-02,Run,84,1.505853524736,564,6.2422949972162565,4.090679183567963,9.61182313344,14.6674807488,,1459.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/4236559816,Saturday,May,18,2020,spring
651,2020-04-29,2020-04-29,Run,276,5.125680172800001,1760,5.722822466793923,4.151076463453432,10.48432898304,14.4540817344,,4584.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/4225323727,Wednesday,April,18,2020,spring
652,2020-04-27,2020-04-27,Run,300,5.53884705792,1922,5.783387516901296,3.893412471168376,10.37453953536,15.410643621119998,,5002.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/4216878637,Monday,April,18,2020,spring
653,2020-04-25,2020-04-25,Run,298,5.47923695616,1936,5.888896345343195,3.918335669689016,10.188676396799998,15.31263457152,,5031.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/4209101683,Saturday,April,17,2020,spring
654,2020-04-18,2020-04-18,Run,296,5.5424198016,1834,5.515042153821682,4.303915135608048,10.87934246784,13.940797559039998,,4792.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/4181746495,Saturday,April,16,2020,spring
655,2020-04-15,2020-04-15,Run,240,4.490198507520001,1510,5.604799222540364,3.858833164320369,10.7051148864,15.54874142976,,3940.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/4170872344,Wednesday,April,16,2020,spring
656,2020-04-12,2020-04-12,Run,239,4.4531835955200005,1511,5.655124075399665,4.537544490177364,10.60985781504,13.2230140416,,3939.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/4160474437,Sunday,April,15,2020,spring
657,2020-04-07,2020-04-07,Run,325,6.020378876160001,2076,5.747149148970015,4.119821492483894,10.43995936896,14.56372634112,,5405.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/4143013810,Tuesday,April,15,2020,spring
658,2020-03-21,2020-03-21,Run,1010,18.4073548032,6643,6.014779935178557,4.012902151435616,9.97542222336,14.951771366399996,,17234.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/4092926812,Saturday,March,12,2020,spring
659,2020-03-14,2020-03-14,Run,284,4.8631800729600005,2057,7.0495804501710015,4.775970830350752,8.511160584959999,12.56289331968,,5275.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/4079305993,Saturday,March,11,2020,spring
660,2020-03-12,2020-03-12,Run,396,7.311748688640001,2544,5.798890728147617,3.949478793843951,10.34681053824,15.1918854912,,6619.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/4076341093,Thursday,March,11,2020,spring
661,2020-03-10,2020-03-10,Run,393,7.300402813440001,2501,5.709736389485404,3.848891225244572,10.5083725824,15.588894562559998,,6515.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/4072663348,Tuesday,March,11,2020,spring
662,2020-03-07,2020-03-07,Run,1278,23.035023475200003,8547,6.184053875367852,3.893076930724568,9.70238092032,15.41197937664,,22126.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/4067187049,Saturday,March,10,2020,spring
663,2020-03-03,2020-03-03,Run,394,7.374497011200001,2482,5.6094222242106095,2.5888498667780167,10.69629568128,23.1763238784,,6475.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/4060883461,Tuesday,March,10,2020,spring
664,2020-03-03,2020-03-03,Run,396,7.31908729728,2535,5.772575658156367,3.85375656167979,10.39396431744,15.569228378879998,,6598.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/4060195714,Tuesday,March,10,2020,spring
665,2020-02-29,2020-02-29,Run,648,21.36001824,7676,5.989390708263739,3.781963334128689,10.017715783679998,15.86476831104,,29590.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/4054991068,Saturday,February,9,2020,winter
666,2020-02-27,2020-02-27,Run,389,7.2861440256,2417,5.528755816034359,3.620226626501233,10.85235376896,16.573507315199997,,6313.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/4052478784,Thursday,February,9,2020,winter
667,2020-02-27,2020-02-27,Run,400,7.32739151232,2601,5.91616211325857,4.142725234629762,10.14171573888,14.483210860799998,,6757.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/4051937716,Thursday,February,9,2020,winter
668,2020-02-25,2020-02-25,Run,392,7.331109096960001,2360,5.365260627932872,3.319750159071025,11.18304177408,18.0735768576,,6180.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/4049176342,Tuesday,February,9,2020,winter
669,2020-02-22,2020-02-22,Run,1099,19.403860608,7589,6.518432355046528,4.0851986896524295,9.20465910144,14.687179119359998,,19569.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/4043219230,Saturday,February,8,2020,winter
670,2020-02-14,2020-02-14,Run,190,7.593287328000001,543,1.1918396564065854,3.130306509981707,50.34221153279999,19.1674479744,,1423.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/4031037937,Friday,February,7,2020,winter
671,2020-02-11,2020-02-11,Run,391,7.30338009984,2465,5.625248548476895,3.543356796309552,10.66618485504,16.9330347648,,6430.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/4026402046,Tuesday,February,7,2020,winter
672,2020-02-08,2020-02-08,Run,916,17.055344908800002,5807,5.67464134454784,4.18144287361807,10.57335789312,14.34912031872,,15136.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/4021119910,Saturday,February,6,2020,winter
673,2020-02-06,2020-02-06,Run,194,3.6509417049600006,1151,5.254358297542352,4.061779209417005,11.419100352,14.77186280064,,3020.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/4018751788,Thursday,February,6,2020,winter
674,2020-02-06,2020-02-06,Run,393,7.297425527040001,2512,5.737182355046528,4.018413713910761,10.458096675839998,14.93126832384,,6542.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/4018163092,Thursday,February,6,2020,winter
675,2020-02-03,2020-02-03,Run,279,5.126114695680001,1814,5.897900013918714,4.017692923327766,10.17311404032,14.93393983488,,4713.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/4013344549,Monday,February,6,2020,winter
676,2020-02-03,2020-02-03,Run,214,3.78965106432,1471,6.469344030859779,4.568799461146901,9.27447244416,13.13255281536,,3795.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/4012745527,Monday,February,6,2020,winter
677,2020-01-31,2020-01-31,Run,196,3.673198932480001,1228,5.571885190487552,3.939493358784697,10.76834601216,15.23038099968,,3206.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/4008382405,Friday,January,5,2020,winter
678,2020-01-31,2020-01-31,Run,391,7.25530899456,2488,5.715347371351308,4.079407510140777,10.49804059392,14.708020124159995,,6481.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/4007812666,Friday,January,5,2020,winter
679,2020-01-27,2020-01-27,Run,386,7.079150200320001,2510,5.909370526127416,4.271100522945995,10.15336738944,14.04789940224,,6521.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/4000959085,Monday,January,5,2020,winter
680,2020-01-24,2020-01-24,Run,393,7.37510856192,2445,5.525338274477054,3.920224638113418,10.85906473344,15.305247682559996,,6387.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/3996800482,Friday,January,4,2020,winter
681,2020-01-24,2020-01-24,Run,197,3.61519817472,1282,5.910228018372703,4.219060685596118,10.151902886399998,14.22117747072,,3330.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/3996230236,Friday,January,4,2020,winter
682,2020-01-20,2020-01-20,Run,429,7.36279708032,3078,6.967435178557225,4.147366877435776,8.611454903039998,14.46700476672,,7900.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/3989507314,Monday,January,4,2020,winter
683,2020-01-18,2020-01-18,Run,240,4.1138856,1783,7.223502246878231,4.4896740535274,8.30622672,13.363992576,,4565.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/3986332924,Saturday,January,3,2020,winter
684,2020-01-16,2020-01-16,Run,411,7.31886198912,2795,6.364829396325459,4.534332001113497,9.42679685376,13.23236433024,,7220.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/3983338387,Thursday,January,3,2020,winter
685,2020-01-15,2020-01-15,Run,200,3.785128807680001,1175,5.173760240197248,3.52360961982025,11.59698114432,17.0279860608,,3087.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/3981986617,Wednesday,January,3,2020,winter
686,2020-01-15,2020-01-15,Run,214,3.8598506496,1778,7.677351765688379,3.785101258649487,7.8152158656,15.851636064,,4535.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/3981530686,Wednesday,January,3,2020,winter
687,2020-01-12,2020-01-12,Run,418,7.684279637760001,2703,5.8626123439115565,1.586068609321562,10.23434957952,37.8294009984,,7027.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/3976551724,Sunday,January,2,2020,winter
688,2020-01-10,2020-01-10,Run,256,4.678282540800001,1667,5.938786238367932,2.375079535512606,10.10307538944,25.2623555712,,4329.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/3974053963,Friday,January,2,2020,winter
689,2019-12-30,2019-12-30,Run,549,10.19319865344,3488,5.703149854847689,3.419890340411994,10.52050703616,17.5444245504,,9088.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/3956929711,Monday,December,1,2019,winter
690,2019-12-27,2019-12-27,Run,572,10.254723874560002,3866,6.283305495903921,3.059799520798536,9.54915527808,19.6092129024,,9996.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/3952935298,Friday,December,52,2019,winter
691,2019-12-23,2019-12-23,Run,315,5.563405647360001,2169,6.497802831464249,3.7013901316312734,9.23386869504,16.210117439999998,,5594.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/3948130684,Monday,December,52,2019,winter
692,2019-12-17,2019-12-17,Run,415,7.400729318400001,2825,6.361971088841167,3.555852570985445,9.43101333504,16.8736499712,,7298.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/3941414056,Tuesday,December,51,2019,winter
693,2019-12-07,2019-12-07,Run,433,7.788886997760001,2905,6.216135270023065,2.6717283563986323,9.65231422848,22.4574299136,,7517.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/3929742874,Saturday,December,49,2019,winter
694,2019-11-29,2019-11-29,Run,215,3.98502542592,1931,8.076085659747076,1.136090233039052,7.42935954816,52.8128764416,,4910.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/3918968122,Friday,November,48,2019,autumn
695,2019-11-28,2019-11-28,Run,203,3.8051329536,1250,5.475069345025053,3.019565736101169,10.95876359424,19.8704094336,,3268.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/3918244741,Thursday,November,48,2019,autumn
696,2019-11-10,2019-11-10,Run,468,8.54180249472,3061,5.972588831225642,0.7772297283862245,10.04589539712,77.197012992,,7946.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/3891135550,Sunday,November,45,2019,autumn
697,2019-11-03,2019-11-02,Run,543,9.75492600192,3644,6.225890797741192,1.7506387695856198,9.63713811456,34.273233561599994,,9429.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/3879614809,Sunday,November,44,2019,autumn
698,2019-10-27,2019-10-27,Run,534,10.01234057472,3306,5.503211246321483,2.828270400858984,10.90272623616,21.214372608,,8639.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/3869495881,Sunday,October,43,2019,autumn
699,2019-10-28,2019-10-20,Run,1102,21.0970514304,6298,4.983334824624194,0.0,12.04013010816,0.0,,16605.0,,Map My Fitness MapMyRun Web,http://www.mapmyrun.com/workout/3870485098,Monday,October,44,2019,autumn
700,2019-10-15,2019-10-15,Run,1075,20.0002834944,6813,5.677412660065219,2.6774511850791374,10.56819189888,22.409310528,,17757.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/3849516601,Tuesday,October,42,2019,autumn
701,2019-10-12,2019-10-12,Run,595,11.12288449536,3560,5.334347411119064,2.5802003797820725,11.24785005696,23.2540551936,,9328.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/3843902773,Saturday,October,41,2019,autumn
702,2019-10-08,2019-10-08,Run,952,17.6425945344,6083,5.746502922930088,3.5872131750576632,10.44113419008,16.7260731264,,15839.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/3836412286,Tuesday,October,41,2019,autumn
703,2019-10-05,2019-10-05,Run,759,14.18372803584,4533,5.326524347808797,3.1620958601765685,11.26437801984,18.9748094976,,11879.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/3831172435,Saturday,October,40,2019,autumn
704,2019-09-28,2019-09-28,Run,565,10.58072868864,3366,5.302098246241947,3.4219657201940663,11.316279363839998,17.53380288,,8824.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/3818442184,Saturday,September,39,2019,autumn
705,2019-09-25,2019-09-25,Run,444,8.02999891584,3653,7.5819712876799485,0.0,7.91349850368,0.0,,9322.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/3813092008,Wednesday,September,39,2019,autumn
706,2019-09-06,2019-09-06,Run,555,10.37484531072,3496,5.61615167422254,3.434324793207667,10.683469209599998,17.4707165952,,9120.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/3775591768,Friday,September,36,2019,autumn
707,2019-09-04,2019-09-04,Run,914,17.056632384,5764,5.632201692118031,2.309736140936928,10.65302042112,25.9769043072,,15033.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/3771588325,Wednesday,September,36,2019,autumn
708,2019-09-02,2019-09-02,Run,819,15.342359155200002,5024,5.45765231050664,2.971962489063867,10.99373463936,20.1887376768,,13138.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/3767371159,Monday,September,36,2019,autumn
709,2019-08-30,2019-08-30,Run,606,11.16239389056,3918,5.849998508709138,3.298393631193828,10.256413685759998,18.1907371008,,10187.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/3761176339,Friday,August,35,2019,summer
710,2019-08-28,2019-08-28,Run,589,11.04796953216,3687,5.562104807921737,3.665058558021157,10.787271897599998,16.3707299712,,9626.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/3757069294,Wednesday,August,35,2019,summer
711,2019-08-17,2019-08-17,Run,2194,38.0138318208,15578,6.829987870834327,3.195836315915056,8.78479734528,18.7744461696,,40037.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/3734562481,Saturday,August,33,2019,summer
712,2019-08-15,2019-08-15,Run,590,11.05484143104,3652,5.505883142448103,3.835637377714149,10.8974314944,15.64275930624,,9543.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/3731618581,Thursday,August,33,2019,summer
713,2019-08-08,2019-08-08,Run,976,18.0050188032,6285,5.817848763222779,2.715671727113656,10.31309478144,22.0940400384,,16348.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/3717324208,Thursday,August,32,2019,summer
714,2019-08-06,2019-08-06,Run,1141,21.3540636672,7172,5.597709377236936,3.09248364551022,10.71868165632,19.4019293952,,18715.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/3712998118,Tuesday,August,32,2019,summer
715,2019-08-04,2019-08-04,Run,812,14.99754110976,5210,5.78983734987672,2.4543043625228664,10.36298444544,24.4469009664,,13557.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/3707569726,Sunday,August,31,2019,summer
716,2019-08-01,2019-08-01,Run,1132,21.063898944,7177,5.678729966992762,3.574363218802195,10.565745696,16.786262592,,18705.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/3702314701,Thursday,August,31,2019,summer
717,2019-07-31,2019-07-31,Run,651,12.10704663168,4130,5.685397279885469,3.764042988944564,10.5533537472,15.940310918399998,,10763.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/3699157597,Wednesday,July,31,2019,summer
718,2019-07-27,2019-07-27,Run,1128,21.1485504384,6707,5.28563812335958,3.3884303169490178,11.351507903999998,17.7072901632,,17587.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/3692037952,Saturday,July,30,2019,summer
719,2019-07-24,2019-07-23,Run,710,13.286422195200002,4278,5.366379096078899,3.362749045573848,11.18072431872,17.842475059199998,,11203.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/3685032649,Wednesday,July,30,2019,summer
720,2019-07-21,2019-07-21,Run,932,17.4773149056,5822,5.551957816352501,0.8337807205917441,10.8069863616,71.96149509119999,,15202.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/3679524937,Sunday,July,29,2019,summer
721,2019-07-20,2019-07-20,Run,458,8.51241587328,2915,5.707356537819136,3.230950001988388,10.51274999808,18.5703813504,,7594.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/3677106376,Saturday,July,29,2019,summer
722,2019-07-18,2019-07-18,Run,282,5.0761928448,1885,6.189018631193828,3.758121321482542,9.694591695359998,15.96543277824,,4880.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/3674418256,Thursday,July,29,2019,summer
723,2019-07-11,2019-07-11,Run,994,18.6403878144,6219,5.5605203113815325,2.789447128767995,10.79036183808,21.509687232,,16237.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/3659326849,Thursday,July,28,2019,summer
724,2019-07-09,2019-07-09,Run,285,5.277747087360001,1821,5.750560476815398,3.7282457945597702,10.43376339456,16.093375626239997,,4741.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/3655278010,Tuesday,July,28,2019,summer
725,2019-07-08,2019-07-08,Run,419,7.744887532800001,2687,5.782306331026804,2.6009168953312654,10.3764868416,23.0688196992,,6993.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/3653446399,Monday,July,28,2019,summer
726,2019-07-06,2019-07-06,Run,577,10.64849816448,3713,5.8114610673665785,3.688378618865824,10.3244245632,16.267249151999998,,9659.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/3648495715,Saturday,July,27,2019,summer
727,2019-07-04,2019-07-04,Run,611,11.4417921024,3839,5.592073540523344,3.63273482860097,10.72948035456,16.5165365376,,10018.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/3646007260,Thursday,July,27,2019,summer
728,2019-07-03,2019-07-03,Run,744,13.65655522176,4822,5.884838791457885,3.253934522389246,10.19569313664,18.4392198144,,12531.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/3643873486,Wednesday,July,27,2019,summer
729,2019-07-02,2019-07-02,Run,462,8.64557299584,2907,5.60402872226199,3.4840655571462653,10.706579389439998,17.221268275199996,,7585.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/3641576548,Tuesday,July,27,2019,summer
730,2019-06-26,2019-06-26,Run,875,16.3004016384,5547,5.671652549113179,3.902627405949256,10.578926223359998,15.37424025984,,14459.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/3629790802,Wednesday,June,26,2019,summer
