,Date Submitted,Workout Date,Activity Type,Calories Burned (kCal),Distance (km),Workout Time (seconds),Avg Pace (min/km),Max Pace (min/km),Avg Speed (km/h),Max Speed (km/h),Avg Heart Rate,Steps,Notes,Source,Link,day,month,week,year,season
262,2022-08-13,2022-08-13,Run,936,18.8053455744,6198,5.46987468185795,4.476674968185795,10.96917604992,13.40279385984,140.0,16199.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6776173924,Saturday,August,32,2022,summer
263,2022-08-12,2022-08-12,Run,355,5.50691767296,2064,6.095141871470611,4.789274387576553,9.84390663168,12.528002741759998,137.0,5339.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6774106024,Friday,August,32,2022,summer
264,2022-08-09,2022-08-09,Run,1011,22.2110393472,7275,5.438675634295714,4.580015211166786,11.03210140032,13.100398122239998,138.0,19023.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6767263759,Tuesday,August,32,2022,summer
265,2022-08-07,2022-08-07,Run,281,4.00000841856,1623,6.843595899944325,5.118756462260399,8.76728768256,11.721592650239998,137.0,4173.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6762818479,Sunday,August,31,2022,summer
266,2022-08-05,2022-08-05,Run,515,7.5013455052800015,3019,6.6310248150799325,4.867598226358068,9.04835961216,12.32640021888,141.0,7770.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6759726526,Friday,August,31,2022,summer
267,2022-08-02,2022-08-02,Run,1663,24.9968138112,8720,5.811243587449296,4.12541383321403,10.32481080576,14.543995783679998,155.0,22684.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6753091876,Tuesday,August,31,2022,summer
268,2022-07-30,2022-07-30,Run,2391,36.06137568,13515,6.2524854847689495,4.465881750576632,9.59618030976,13.435206048,156.0,34960.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6745665550,Saturday,July,30,2022,summer
269,2022-07-28,2022-07-28,Run,534,8.384537399040001,2933,5.978628559214189,4.68823321800684,10.03574043648,12.798002384639998,146.0,7628.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6742093687,Thursday,July,30,2022,summer
270,2022-07-26,2022-07-26,Run,1613,26.001688204800004,8514,5.4630458124552606,4.700132476338185,10.9828876608,12.76560628992,158.0,22265.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6737810185,Tuesday,July,30,2022,summer
271,2022-07-22,2022-07-22,Run,2159,32.512450291200004,11649,5.145003181420504,0.0226272941024417,11.66180552064,2651.66782848,158.0,30239.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6729662476,Friday,July,29,2022,summer
272,2022-07-16,2022-07-16,Run,2151,30.699846144,11699,6.190982164161297,4.639940248946154,9.69151784832,12.93120778752,156.0,30224.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6715710229,Saturday,July,28,2022,summer
273,2022-07-12,2022-07-12,Run,1636,25.070360832,8378,5.623775898751292,4.568712469179989,10.6689851136,13.13279421696,158.0,21872.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6706808170,Tuesday,July,28,2022,summer
274,2022-07-09,2022-07-09,Run,2190,32.9212236672,12060,6.019452646544181,4.775548297940031,9.96768127872,12.56400376704,156.0,31251.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6700306984,Saturday,July,27,2022,summer
276,2022-07-08,2022-07-07,Run,237,3.5420052096,1365,6.396767875606459,5.089061132983376,9.37972354176,11.79000586368,138.0,3523.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6699495601,Friday,July,27,2022,summer
277,2022-07-05,2022-07-05,Run,1768,26.544198067200004,9289,5.785742513719876,4.465881750576632,10.370323054079998,13.435206048,156.0,24158.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6692547193,Tuesday,July,27,2022,summer
278,2022-07-02,2022-07-02,Run,1381,29.3711717376,10563,5.9553706354887455,4.801689383997455,10.07494405632,12.49560664704,134.0,27412.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6685250281,Saturday,July,26,2022,summer
280,2022-06-30,2022-06-30,Run,292,4.68782595072,1789,6.228314145390917,4.907732591664678,9.63343662336,12.22560700416,133.0,4622.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6681805993,Thursday,June,26,2022,summer
281,2022-06-28,2022-06-28,Run,1003,22.108524134400003,7239,5.413292621092817,4.499640847450887,11.08382571648,13.33439673984,137.0,18931.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6677279995,Tuesday,June,26,2022,summer
282,2022-06-26,2022-06-26,Run,454,7.160824408320001,2678,5.548981448341684,4.627059224131075,10.81279609344,12.967192719359998,139.0,6929.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6671721940,Sunday,June,25,2022,summer
284,2022-06-24,2022-06-24,Run,1161,17.8455328128,5758,5.380279169649248,4.487524109202258,11.15183659392,13.37039776512,157.0,15075.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6668628349,Friday,June,25,2022,summer
286,2022-06-20,2022-06-20,Run,447,7.109164465920001,2231,5.237444573689652,4.68823321800684,11.455970423039998,12.798002384639998,152.0,5857.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6658235209,Monday,June,25,2022,summer
287,2022-06-16,2022-06-15,Run,1391,22.034816179200003,6942,5.25629076195021,1.5266717370555951,11.414899964159998,39.3011460864,158.0,18213.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6649995160,Thursday,June,24,2022,summer
288,2022-06-16,2022-06-14,Run,1053,16.561598169600003,5066,5.093708989501312,4.293320756780402,11.77923935232,13.97520533376,157.0,13328.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6649993420,Thursday,June,24,2022,summer
289,2022-06-12,2022-06-12,Run,1075,21.511457510400003,7029,4.840152260796946,0.8277037103316631,12.39631012224,72.4895208576,143.0,18385.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6640838290,Sunday,June,23,2022,summer
290,2022-06-09,2022-06-09,Run,574,11.360166174720002,3529,5.226856408573927,4.283391245128449,11.47917716352,14.00760142848,140.0,9272.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6635477647,Thursday,June,23,2022,summer
291,2022-06-06,2022-06-06,Run,622,10.8974314944,3376,5.156051161218484,4.115223345661338,11.63681240832,14.57999680896,145.0,8871.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6627080929,Monday,June,23,2022,summer
292,2022-06-05,2022-06-04,Run,301,5.06402620416,1656,5.5294703929054325,4.814172731249503,10.85093754624,12.46319445888,140.0,4330.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6624844282,Sunday,June,22,2022,summer
293,2022-06-02,2022-06-02,Run,319,4.74399205632,1388,4.646980384554203,3.934528602958721,12.911622071039998,15.249596567039998,170.0,3667.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6618524230,Thursday,June,22,2022,summer
296,2022-05-30,2022-05-30,Run,1262,20.7829074816,6936,5.461672582120416,4.487524109202258,10.98563963904,13.37039776512,151.0,18108.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6611446780,Monday,May,22,2022,spring
298,2022-05-27,2022-05-27,Run,1088,16.5823587072,5381,5.379179342638988,4.521612532808399,11.1541218624,13.2696045504,157.0,14082.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6605408476,Friday,May,21,2022,spring
299,2022-05-25,2022-05-25,Run,475,5.278406918400001,5347,9.433657440547204,1.29903861449137,6.36019186176,46.1880118656,109.0,13173.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6602430334,Wednesday,May,21,2022,spring
301,2022-05-24,2022-05-24,Run,930,14.70565438848,4541,5.187977213075638,4.476674968185795,11.565212693759998,13.40279385984,159.0,11936.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6598862122,Tuesday,May,21,2022,spring
302,2022-05-22,2022-05-22,Run,1321,21.331854720000003,6319,5.059409299689811,4.0779721426867095,11.859095001599998,14.71320221184,162.0,16673.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6594574549,Sunday,May,20,2022,spring
303,2022-05-20,2022-05-19,Run,283,4.4716427712,1663,6.227630637079455,5.47885349558578,9.63445051008,10.951199677439998,136.0,4304.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6590410738,Friday,May,20,2022,spring
304,2022-05-18,2022-05-18,Run,789,15.82577390592,5136,5.354653821681381,3.4614041497653703,11.20520244096,17.3339223552,139.0,13441.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6587017924,Wednesday,May,20,2022,spring
305,2022-05-18,2022-05-16,Run,372,6.641183324160001,2157,5.383106408573928,4.840742563429571,11.14597858176,12.394797338879998,141.0,5644.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6587014414,Wednesday,May,20,2022,spring
306,2022-05-18,2022-05-16,Run,389,7.42554540288,2484,5.48982691084069,4.801689383997455,10.9292965056,12.49560664704,134.0,6484.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6587012758,Wednesday,May,20,2022,spring
309,2022-05-13,2022-05-13,Run,1437,22.7234544768,7817,5.69071621729102,4.556222908216019,10.54348846848,13.16879524224,153.0,20357.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6575850682,Friday,May,19,2022,spring
310,2022-05-11,2022-05-11,Run,670,10.54863836928,3437,5.426266851586734,4.737539022110872,11.0573198208,12.66479698176,154.0,8992.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6570139792,Wednesday,May,19,2022,spring
312,2022-05-09,2022-05-09,Run,1299,20.8533967488,7077,5.664680764336276,4.751047631830112,10.59194581632,12.62879595648,151.0,18450.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6566436967,Monday,May,19,2022,spring
315,2022-05-07,2022-05-07,Run,1425,21.0101468544,7303,5.768772866459874,4.801689383997455,10.40082012288,12.49560664704,159.0,19003.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6561388666,Saturday,May,18,2022,spring
317,2022-05-05,2022-05-05,Run,868,13.66463412864,4390,5.294268969219757,4.639940248946154,11.33301654144,12.93120778752,156.0,11498.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6556813255,Thursday,May,18,2022,spring
319,2022-05-02,2022-05-02,Run,939,14.4325165248,4853,5.549192714547045,4.6633100194862,10.812377664,12.86639950464,155.0,12663.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6549716842,Monday,May,18,2022,spring
320,2022-04-29,2022-04-29,Run,637,10.40437677312,3313,5.262647389246799,4.453945209973753,11.401107886079998,13.47120707328,151.0,8684.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6544667041,Friday,April,17,2022,spring
322,2022-04-26,2022-04-26,Run,493,7.49482766208,2492,5.436935794957448,4.324513590630716,11.035625863679998,13.8743960256,153.0,6509.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6537775486,Tuesday,April,17,2022,spring
324,2022-04-24,2022-04-24,Run,1410,21.875812992,7561,5.809609381213712,3.900458820488349,10.3277237184,15.382801969919996,156.0,19683.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6532619452,Sunday,April,16,2022,spring
325,2022-04-21,2022-04-21,Run,549,7.1213472,2862,6.702358227948779,5.670863407699037,8.95207256064,10.58040681984,148.0,7366.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6526875457,Thursday,April,16,2022,spring
328,2022-04-12,2022-04-12,Run,1286,20.4803508096,6616,5.346290165433866,4.43262596436809,11.22274429056,13.53599926272,155.0,17322.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6508178845,Tuesday,April,15,2022,spring
329,2022-04-09,2022-04-09,Run,1036,16.5540342528,5157,5.147749642090193,4.222614928815716,11.65557735936,14.20920395136,157.0,13544.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6501846676,Saturday,April,14,2022,spring
331,2022-04-05,2022-04-05,Run,644,10.62865495296,3211,5.003367831861926,3.5303266424083355,11.99191416192,16.9956382464,154.0,8457.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6494138329,Tuesday,April,14,2022,spring
332,2022-04-02,2022-04-02,Run,877,16.5500108928,5208,5.244714616638829,4.183400192873617,11.44008619776,14.342393260799998,136.0,13936.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6487300237,Saturday,April,13,2022,spring
333,2022-03-31,2022-03-31,Run,279,4.39891651584,1420,5.289136443171876,4.367574614252764,11.34400836096,13.737601785599995,148.0,3717.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6484076854,Thursday,March,13,2022,spring
334,2022-03-27,2022-03-27,Run,926,17.7851824128,7028,6.379431619343037,4.580015211166786,9.40526383104,13.100398122239998,131.0,18109.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6475222150,Sunday,March,12,2022,spring
336,2022-03-25,2022-03-25,Run,93,1.61365704192,472,4.787776883003261,3.736920136403404,12.53191344768,16.056006658559998,152.0,1246.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6472070776,Friday,March,12,2022,spring
337,2022-03-25,2022-03-25,Run,608,9.56423483136,3077,5.306640469657202,4.115223345661338,11.30659111296,14.57999680896,151.0,8058.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6472054453,Friday,March,12,2022,spring
339,2022-03-22,2022-03-22,Run,1082,17.0632306944,5381,5.173965292690686,4.1542019605503855,11.596530528,14.443202568959997,157.0,14118.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6465844402,Tuesday,March,12,2022,spring
341,2022-03-19,2022-03-19,Run,874,17.052448089600002,5717,5.598026276544977,4.453945209973753,10.7180701056,13.47120707328,138.0,14920.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6459104902,Saturday,March,11,2022,spring
343,2022-03-17,2022-03-17,Run,787,14.51737723392,4732,5.400374314006204,4.314434949892627,11.1103477056,13.90679212032,151.0,12378.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6454913677,Thursday,March,11,2022,spring
345,2022-03-15,2022-03-15,Run,825,16.8606142848,5231,5.112374980116122,4.293320756780402,11.7362215872,13.97520533376,141.0,13743.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6450723898,Tuesday,March,11,2022,spring
350,2022-03-12,2022-03-12,Run,483,7.6145306688,2346,5.153758301519128,4.34593846933906,11.641994496,13.8059989056,159.0,6168.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6443286004,Saturday,March,10,2022,spring
351,2022-03-10,2022-03-10,Run,885,14.1325348032,4486,5.286644744691004,4.243039399904557,11.349351383039998,14.14080683136,156.0,11763.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6437316739,Thursday,March,10,2022,spring
352,2022-03-10,2022-03-08,Run,690,10.51635492864,3413,5.408234659588006,4.34593846933906,11.09418989184,13.8059989056,155.0,8933.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6437692168,Thursday,March,10,2022,spring
353,2022-03-10,2022-03-06,Run,583,10.103509912320002,2901,4.7686137954346615,4.115223345661338,12.58226982144,14.57999680896,155.0,7676.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6437692165,Thursday,March,10,2022,spring
354,2022-03-10,2022-03-04,Run,455,7.29510807168,2230,5.115755239401893,4.42086962141096,11.728464549119998,13.572000287999998,156.0,5867.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6437692162,Thursday,March,10,2022,spring
361,2022-02-28,2022-02-27,Run,589,10.03834757376,2845,4.728032042869641,4.097017169728784,12.69027289728,14.64480509184,158.0,7537.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6418327039,Monday,February,9,2022,winter
363,2022-02-24,2022-02-24,Run,478,7.983923397120001,2395,4.893944364908932,4.163541169569712,12.26004696576,14.410806474239996,156.0,6311.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6412647748,Thursday,February,8,2022,winter
365,2022-03-10,2022-02-22,Run,254,4.2179296896,1318,4.993705509822636,4.005445697128768,12.015120902399998,14.97959692416,151.0,3461.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6437692159,Thursday,March,10,2022,spring
366,2022-02-22,2022-02-22,Run,1235,22.970005977600003,7907,5.737194782470373,0.0,10.4580805824,0.0,,22743.0,,Map My Fitness MapMyFitness Web,http://www.mapmyrun.com/workout/6408746638,Tuesday,February,8,2022,winter
369,2022-02-15,2022-02-15,Run,482,7.533323170560001,2252,4.99683100691959,4.097017169728784,12.00760526592,14.64480509184,163.0,5938.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6394999408,Tuesday,February,7,2022,winter
372,2022-02-12,2022-02-12,Run,1261,21.440968243200004,6333,4.9404229300882845,3.0852757396802675,12.14472137472,19.4471519616,157.0,16715.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6388973329,Saturday,February,6,2022,winter
373,2022-02-09,2022-02-09,Run,461,6.97772934144,2249,5.366522011453114,4.591367662848962,11.1804346368,13.06800202752,158.0,5889.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6383190724,Wednesday,February,6,2022,winter
374,2022-02-07,2022-02-07,Run,1345,20.7906323328,6796,5.387735623956096,4.1928698898433145,11.136402984959998,14.309997166079995,157.0,17773.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6379145476,Monday,February,6,2022,winter
375,2022-02-04,2022-02-04,Run,947,14.796485763840002,4771,5.3104805436252285,4.476674968185795,11.298399552,13.40279385984,157.0,12492.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6374052448,Friday,February,5,2022,winter
377,2022-01-31,2022-01-31,Run,1323,21.0611630592,6684,5.240228316630875,4.377901803467749,11.44988710272,13.705205690879998,159.0,17526.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6365996872,Monday,January,5,2022,winter
379,2022-01-28,2022-01-28,Run,1010,16.1904834432,5144,5.241172800843077,4.314434949892627,11.447827142399998,13.90679212032,156.0,13487.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6360610822,Friday,January,4,2022,winter
380,2022-01-25,2022-01-25,Run,760,12.493965116160002,3895,5.167248270102601,4.3044060188499165,11.611610081279998,13.93920430848,153.0,10228.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6354821434,Tuesday,January,4,2022,winter
383,2022-01-23,2022-01-23,Run,166,2.69914347648,908,5.571176827328402,4.713423606140141,10.769713954559998,12.72960526464,140.0,2370.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6349835044,Sunday,January,3,2022,winter
384,2022-01-15,2022-01-15,Run,1036,16.415469734400002,5201,5.242980991012487,4.499640847450887,11.44386815616,13.33439673984,155.0,13640.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6335301958,Saturday,January,2,2022,winter
386,2022-01-14,2022-01-13,Run,890,14.5898299008,4471,5.103663356000954,4.283391245128449,11.75625792,14.00760142848,154.0,11760.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6332970349,Friday,January,2,2022,winter
388,2022-01-10,2022-01-10,Run,1037,16.339508697600003,5137,5.13847257019009,4.283391245128449,11.676627578879998,14.00760142848,157.0,13482.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6324983044,Monday,January,2,2022,winter
389,2022-01-08,2022-01-08,Run,668,10.78498662912,3316,5.092764505289111,3.94290468663008,11.78142806016,15.217200472319998,155.0,8719.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6321015592,Saturday,January,1,2022,winter
392,2022-01-04,2022-01-04,Run,252,3.99923593344,1273,5.1876416726318295,4.324513590630716,11.565952992,13.8743960256,,3338.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6312952078,Tuesday,January,1,2022,winter
394,2022-01-02,2022-01-02,Run,956,15.05784322944,4573,5.028875119303269,4.3044060188499165,11.931097052159998,13.93920430848,159.0,12039.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6309887710,Sunday,January,52,2022,winter
395,2021-12-30,2021-12-30,Run,478,7.4944736064000015,2296,5.097008470532092,4.252782500198839,11.77161106176,14.1083946432,156.0,6038.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6304671301,Thursday,December,52,2021,winter
396,2021-12-28,2021-12-28,Run,683,10.927059517440002,3224,4.894808070866142,4.1928698898433145,12.25787435136,14.309997166079995,159.0,8509.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6301401178,Tuesday,December,52,2021,winter
397,2021-12-27,2021-12-27,Run,161,2.7073350374400005,886,5.371685606060606,4.604049848882526,11.16968421888,13.032001002239998,137.0,2318.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6299124511,Monday,December,52,2021,winter
398,2021-12-26,2021-12-26,Run,124,1.9438944307200003,1589,10.862065537262389,9.30577924918476,5.523815784959999,6.4475953344,93.0,3943.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6298175821,Sunday,December,51,2021,winter
400,2021-12-23,2021-12-23,Run,779,12.467716715520002,3912,5.20578571144516,4.213008530183727,11.5256389248,14.24160004608,156.0,10269.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6294507019,Thursday,December,51,2021,winter
402,2021-12-22,2021-12-21,Run,276,4.54922924544,1350,4.9607728366340575,3.952256323073253,12.09487999104,15.18119944704,154.0,3561.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6292652533,Wednesday,December,51,2021,winter
406,2021-12-16,2021-12-16,Run,195,3.3243253401600006,1082,5.322379801956574,4.1542019605503855,11.27314894464,14.443202568959997,140.0,2830.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6284494888,Thursday,December,50,2021,winter
407,2021-12-14,2021-12-14,Run,252,4.3467093964800005,1299,4.913219299292134,4.3044060188499165,12.2119436736,13.93920430848,150.0,3424.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6281284615,Tuesday,December,50,2021,winter
408,2021-12-13,2021-12-13,Run,259,4.34423100672,1350,5.110554362522866,4.568712469179989,11.7404058816,13.13279421696,148.0,3547.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6279409471,Monday,December,50,2021,winter
411,2021-12-10,2021-12-10,Run,341,7.25493884544,2317,5.264113825260478,4.388272488666189,11.39792138496,13.672793502719998,128.0,6072.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6274886401,Friday,December,49,2021,winter
414,2021-12-07,2021-12-07,Run,760,11.753634689280002,3578,5.071998280044539,4.487524109202258,11.829660099839998,13.37039776512,162.0,9418.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6270264607,Tuesday,December,49,2021,winter
415,2021-12-05,2021-12-05,Run,335,5.07290978304,1855,5.790663773562395,4.725453352421856,10.36150384896,12.697193076479998,145.0,4808.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6266426356,Sunday,December,48,2021,winter
417,2021-12-03,2021-12-03,Run,472,7.11001741824,2370,5.411304233277659,4.106101616559293,11.0878973568,14.612392903679998,156.0,6189.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6263570278,Friday,December,48,2021,winter
421,2021-11-25,2021-11-25,Run,880,14.19185522304,4375,5.132234003420026,4.05022170524139,11.69080589952,14.81399542656,158.0,11501.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6250747267,Thursday,November,47,2021,autumn
422,2021-11-23,2021-11-23,Run,663,10.57139449344,3151,4.909534568122167,0.95467469975344,12.2211169344,62.8487456256,162.0,8309.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6246397375,Tuesday,November,47,2021,autumn
423,2021-11-20,2021-11-20,Run,1045,16.9837291008,5329,5.209551220870118,4.324513590630716,11.51730252288,13.8743960256,159.0,13987.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6240524215,Saturday,November,46,2021,autumn
425,2021-11-18,2021-11-18,Run,598,9.34708604544,3005,5.218623240276783,2.4270696631671043,11.49728228352,24.721133184,159.0,7869.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6237596581,Thursday,November,46,2021,autumn
427,2021-11-16,2021-11-16,Run,795,12.054694671360002,3676,5.098692386463056,4.3044060188499165,11.76773254272,13.93920430848,168.0,9674.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6233662441,Tuesday,November,46,2021,autumn
429,2021-11-13,2021-11-13,Run,1050,16.6459277952,5619,5.43646976656327,4.232264823431161,11.036575376639998,14.17680785664,156.0,14657.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6228117373,Saturday,November,45,2021,autumn
430,2021-11-11,2021-11-11,Run,832,13.41201540096,4397,5.329494502107691,4.377901803467749,11.258101578239998,13.705205690879998,154.0,11496.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6224296417,Thursday,November,45,2021,autumn
431,2021-11-09,2021-11-09,Run,654,12.27396779136,3908,5.306621828521434,4.325563707945597,11.30662329984,13.8710164032,,10244.0,,Map My Fitness MapMyRun Android,http://www.mapmyrun.com/workout/6219974188,Tuesday,November,45,2021,autumn
433,2021-11-07,2021-11-07,Run,430,6.36621080832,2107,5.519571949813091,4.243039399904557,10.87041060864,14.14080683136,160.0,5506.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6214750105,Sunday,November,44,2021,autumn
435,2021-11-04,2021-11-04,Run,670,10.8348280128,3426,5.265518124154935,4.556222908216019,11.39489581824,13.16879524224,157.0,8987.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6210010162,Thursday,November,44,2021,autumn
437,2021-10-31,2021-10-30,Run,374,5.963424192,1953,5.334937713751691,3.952256323073253,11.24661086208,15.18119944704,153.0,5107.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6202150147,Sunday,October,43,2021,autumn
440,2021-10-26,2021-10-26,Run,482,8.15147220096,2535,5.118688111429254,4.232264823431161,11.721753584639998,14.17680785664,153.0,6658.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6192108640,Tuesday,October,43,2021,autumn
442,2021-10-23,2021-10-23,Run,477,8.09112180096,2530,5.159002674381611,1.0964902469577666,11.63014972416,54.71994908159999,153.0,6643.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6186150946,Saturday,October,42,2021,autumn
445,2021-10-20,2021-10-20,Run,537,8.32552275456,2692,5.257564572894298,4.0779721426867095,11.41213189248,14.71320221184,160.0,7046.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6179843806,Wednesday,October,42,2021,autumn
449,2021-10-13,2021-10-12,Run,402,6.051197813760001,2601,6.663708939791617,5.163153433945757,9.004022184959998,11.62079943552,139.0,6662.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6163225012,Wednesday,October,41,2021,autumn
450,2021-10-09,2021-10-08,Run,458,6.10485334272,2478,6.543038654259126,3.995845512208701,9.17005820544,15.01559794944,154.0,6373.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6154193038,Saturday,October,40,2021,autumn
451,2021-10-09,2021-10-08,Run,578,8.14678900992,3140,6.179020768710729,4.377901803467749,9.71028279936,13.705205690879998,156.0,8106.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6154110442,Saturday,October,40,2021,autumn
452,2021-10-08,2021-10-07,Run,953,14.36270318208,5022,5.791881661099181,3.2425447884355365,10.35933123456,18.5040763776,156.0,13062.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6152043028,Friday,October,40,2021,autumn
453,2021-10-05,2021-10-04,Run,968,14.777881747200002,5101,5.540996828521434,2.649706961345741,10.82837454336,22.6439528832,158.0,13281.0,,Garmin Garmin Connect,http://www.mapmyrun.com/workout/6145084786,Tuesday,October,40,2021,autumn
